nombre_establecimiento,razon_social,fecha_alta,categoria_actividad,actividad,personas_ocupadas,tipo_empresa,tipo_centro_comercio,centro_comercio,tipo_unidad_economica,direccion,colonia,alcaldia,telefono,correo_electronico,pagina_web,latitud,longitud
FARMACIA DE SIMILARES,NA,2010-07-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE ARBOL EXT. 4 INT. 0 C.P. 9078,SAN LORENZO TEZONCO (PBLO),IZTAPALAPA,"5563634748",NA,NA,19.31561691,-99.06892934
FARMACIA DE SIMILARES,NA,2013-07-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE 21 DE MARZO EXT. 30 INT. 0 C.P. 9670,PALMITAS,IZTAPALAPA,NA,NA,NA,19.33625178,-99.02625001
FARMACIA DE SIMILARES,NA,2010-07-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE ZOQUE EXT. 25 INT. 0 C.P. 9704,DEGOLLADO,IZTAPALAPA,"5554280104",NA,NA,19.31870516,-99.04218962
FARMACIA DE SIMILARES,NA,2014-12-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE JUANA GALLO   C.P. 9640,XALPA II,IZTAPALAPA,NA,NA,NA,19.34243477,-99.0145499
FARMACIA DE SIMILARES,KIQ4TRO SA DE CV,2016-01-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE BOLIVAR EXT. 363 INT. 363 C.P. 6800,OBRERA III,CUAUHTEMOC,"5568300459",kiq4troobrera@gmail.com,NA,19.41223304,-99.14159802
FARMACIA DE SIMILARES,DISTRIBUIDORA EDIFRE SA DE CV,2019-11-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,AVENIDA TLAHUAC EXT. 3632  C.P. 9800,CULHUACAN (PBLO),IZTAPALAPA,NA,NA,NA,19.33699647,-99.10884501
FARMACIA DE SIMILARES,FARMACIAS SIHAMO SA DE CV,2019-11-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,AVENIDA CENTENARIO   C.P. 1540,BALCONES DE CEHUAYO,ALVARO OBREGON,"5587884373",NA,NA,19.35622768,-99.24030704
FARMACIA DE SIMILARES,DISTRIBUIDORA DE MEDICAMENTOS FRANBOLLAN,2010-07-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,AVENIDA TLAHUAC EXT. 10  C.P. 9800,ESTRELLA CULHUACAN,IZTAPALAPA,NA,NA,NA,19.3324057,-99.10789303
FARMACIA DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2020-11-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,AVENIDA IGNACIO ALDAMA EXT. 32  C.P. 9900,SAN ANTONIO (BARR),IZTAPALAPA,NA,NA,NA,19.30294348,-99.07068117
FARMACIA DE SIMILARES,NA,2019-11-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE ARABELLA EXT. 0 INT. 0 C.P. 13200,MIGUEL HIDALGO,TLAHUAC,NA,NA,NA,19.29856817,-99.04741936
FARMACIA DE SIMILARES,FARMACIAS DE SIMILARES,2016-10-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CIRCUITO INTERIOR (AVENIDA RIO CONSULADO) EXT. 275  C.P. 2980,ARENAL,AZCAPOTZALCO,NA,NA,NA,19.46372259,-99.15470643
FARMACIA DE SIMILARES,NA,2010-07-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,AVENIDA AVENIDA DE LAS MINAS   C.P. 9700,BUENAVISTA I,IZTAPALAPA,"5554276724",NA,NA,19.33169982,-99.02792508
FARMACIA DE SIMILARES,FARMACIA SILVA FAM SA,2010-07-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,AVENIDA CARRETERA A SAN PABLO   C.P. 16810,SAN ANDRES AHUAYUCAN (PBLO),XOCHIMILCO,NA,silvafam_sanandres@hotmail.com,NA,19.22423397,-99.10874648
FARMACIA DE SIMILARES,FARMACIAS DE CONFIANZA SA DE CV,2020-11-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,AVENIDA RIBERA DE SAN COSME EXT. 7  C.P. 6470,SAN RAFAEL II,CUAUHTEMOC,NA,NA,NA,19.44209495,-99.16170326
FARMACIA DE SIMILARES,FARRA SA DE CV,2016-01-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE MANUEL CAÑAS EXT. 7  C.P. 9700,DESARROLLO URBANO QUETZALCOATL  II,IZTAPALAPA,NA,NA,NA,19.32975131,-99.04345739
FARMACIA DE SIMILARES,GRUPO IMPULSOR FARMACEUTICO SA DE CV,2019-11-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,EJE VIAL 1 NORTE (MOSQUETA) EXT. 88  C.P. 6300,GUERRERO IV,CUAUHTEMOC,NA,guerrero272869@outlook.com,NA,19.44445355,-99.14310241
FARMACIA DE SIMILARES,COMERCIALIZADORA DE FARMACOS SIMILARES SA DE CV,2019-11-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,AVENIDA AVENIDA DEL ROSAL   C.P. 9000,LOS ANGELES,IZTAPALAPA,NA,NA,NA,19.34691601,-99.07478117
FARMACIA DE SIMILARES,MEDICINA GENERICA,2010-07-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,VACIO SIERRA SANTA ROSA   ,REFORMA SOCIAL,MIGUEL HIDALGO,"5555209187",NA,NA,19.42999123,-99.2206947
FARMACIA DE SIMILARES,FARRAM SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,ANDADOR 604 EXT. 67 INT. 0 C.P. 7990,C T M ARAGON (U),GUSTAVO A. MADERO,NA,ctmaragon1@farram.com.mx,NA,19.45353408,-99.0591386
FARMACIA DE SIMILARES,NA,2010-07-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,AVENIDA LEON DE LOS ALDAMA EXT. 3505 INT. 0 C.P. 7510,SAN FELIPE DE JESUS III,GUSTAVO A. MADERO,NA,NA,NA,19.4998222,-99.07522097
FARMACIA DE SIMILARES,NA,2019-11-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,AVENIDA AVENIDA DE LAS MINAS   C.P. 9670,PALMITAS,IZTAPALAPA,NA,NA,NA,19.33116772,-99.02693958
FARMACIA DE SIMILARES,MEDICINA GENERICA SA DE CV,2017-11-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE SIERRA SANTA ROSA EXT. 211  C.P. 11650,REFORMA SOCIAL,MIGUEL HIDALGO,NA,NA,NA,19.43008054,-99.22031386
FARMÁCIA DE SIMILARES,DISTRIBUIRDORA EDIFRE SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,EJE VIAL 3 ORIENTE (AVENIDA CARLOTA ARMERO) EXT. 0  C.P. 4880,CTM VII CULHUACAN (U HAB),COYOACAN,NA,NA,NA,19.32603787,-99.11365024
FARMACIA DE SIMILARES,FARMACIA DE SIMILARES SA DE CV,2019-11-01,Farmacias y salud,Farmacias sin minisúper,11 a 30 personas,Pequeña empresa,NA,NA,Fijo,EJE VIAL 1 ORIENTE (ANILLO DE CIRCUNVALACION) EXT. 4 INT. 3 C.P. 15100,CENTRO II,VENUSTIANO CARRANZA,NA,NA,NA,19.42891069,-99.12487956
FARMACIA DE SIMILARES,JAFARPA SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE GUSTAVO DIAZ ORDAZ EXT. 3  C.P. 1290,2DA  JALALPA TEPITO (AMPL),ALVARO OBREGON,NA,capitalhumano@jafarpa.com,NA,19.37832013,-99.23101172
FARMACIA DE SIMILARES BIENESTAR,NA,2019-11-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE SANTA LUCIA EXT. 48  C.P. 2700,SAN DIEGO OCOYOACAC,MIGUEL HIDALGO,"5534879020",NA,NA,19.47204215,-99.20538201
FARMACIA DE SIMILARES DOCTOR SIMI,FARMACIAS SIMICOR SA DE CV,2014-12-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE HIDALGO EXT. 22  C.P. 16800,SAN MATEO XALPA (PBLO),XOCHIMILCO,NA,cham-el.sanchez@simicor.com,NA,19.23503735,-99.11959133
FARMACIA DE SIMILARES DOCTOR SIMI,FARMACIAS SIMICOR SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE JUMIL EXT. 132  C.P. 4369,PEDREGAL DE STO DOMINGO IV,COYOACAN,NA,cham-el.sanchez@simicor.com,NA,19.33123018,-99.1678266
FARMACIA DE SIMILARES DOCTOR SIMI,FARMACIAS SIMICOR SA DE CV,2014-12-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE AVENIDA CONSTITUCIÓN EXT. 7  C.P. 12000,VILLA MILPA ALTA (PBLO),MILPA ALTA,NA,cham-el.sanchez@simicor.com,NA,19.19102617,-99.02356568
FARMACIA DE SIMILARES DOCTOR SIMI,FARMACIAS SIMICOR SA DE CV,2014-12-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,AVENIDA MIGUEL HIDALGO EXT. 59  C.P. 1210,SAN ANTONIO TECOMITL (PBLO),MILPA ALTA,NA,cham-el.sanchez@simicor.com,NA,19.21776122,-98.99302571
FARMACIA DE SIMILARES DOCTOR SIMI,FARMACIAS SIMICOR SA DE CV,2014-12-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALZADA ACOXPA EXT. 429  C.P. 14370,VILLA LAZARO CARDENAS,TLALPAN,NA,cham-el.sanchez@simicor.com,NA,19.29745672,-99.13755118
FARMACIA DE SIMILARES DOCTOR SIMI,FARMACIAS SIMICOR SA DE CV,2014-12-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,AVENIDA Escuinapa EXT. 287 INT. 0 C.P. 4369,PEDREGAL DE STO DOMINGO IX,COYOACAN,NA,cham-el.sanchez@simicor.com,NA,19.3320714,-99.17068395
FARMACIA DE SIMILARES DOCTOR SIMI,FARMACIAS SIMICOR SA DE CV,2014-12-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,AVENIDA MÉXICO EXT. 266  C.P. 14490,SAN MIGUEL  XICALCO (PBLO),TLALPAN,NA,cham-el.sanchez@simicor.com,NA,19.23473546,-99.16203789
FARMACIA DE SIMILARES DOCTOR SIMI,FARMACIAS SIMICOR SA DE CV,2014-12-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,AVENIDA MÉXICO EXT. 40  C.P. 14480,LA MAGDALENA PETLACALCO (PBLO),TLALPAN,NA,cham-el.sanchez@simicor.com,NA,19.2327283,-99.17956684
FARMACIA DE SIMILARES DOCTOR SIMI,FARMACIAS SIMICOR SA DE CV,2011-03-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,AVENIDA SAN BERNABÉ EXT. 327 INT. 13 C.P. 1020,INDEPENDENCIA SAN RAMON (U HAB),LA MAGDALENA CONTRERAS,NA,cham-el.sanchez@simicor.com,NA,19.3335832,-99.21935012
FARMACIA DE SIMILARES DR. SIMI,NA,2010-07-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,EJE VIAL 3 ORIENTE (AVENIDA CAFETALES) EXT. 1817  C.P. 4970,HACIENDAS DE COYOACAN (FRACC),COYOACAN,"5542061581",NA,NA,19.30142619,-99.11359853
FARMACIA DE SIMILARES E EQUIVALENTES,NA,2010-07-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE CERRADA FRAY BARTOLOME DE LAS CASAS EXT. 22 INT. 0 C.P. 1800,SANTA ROSA XOCHIAC (PBLO),ALVARO OBREGON,NA,NA,NA,19.32822911,-99.28435453
FARMACIA DE SIMILARES JORFRI,NA,2014-12-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE MELCHOR OCAMPO   C.P. 16797,NATIVITAS,XOCHIMILCO,NA,NA,NA,19.25058165,-99.00932754
FARMACIA DE SIMILARES POPULAR RASTRO,NA,2010-07-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,EJE VIAL 2 NORTE (CANAL DEL NORTE) EXT. 162  C.P. 15220,POPULAR RASTRO,VENUSTIANO CARRANZA,"5526164975",NA,NA,19.4515795,-99.12214671
FARMACIA DE SIMILARES SA DE CV,FARMACIA DE SIMILARES SA DE CV,2020-11-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO SIN NOMBRE,Fijo,EJE VIAL 5 SUR (AVENIDA COLONIA DEL VALLE) EXT. 137  C.P. 3100,INSURGENTES SAN BORJA,BENITO JUAREZ,NA,NA,NA,19.38612995,-99.17363257
FARMACIA DE SIMILARES SAN CHARBEL,FARMACIA DE SIMILARES SAN CHARBEL,2010-07-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE CUAUHTEMOC   C.P. 9600,SANTIAGO ACAHUALTEPEC (PBLO),IZTAPALAPA,NA,NA,NA,19.35554384,-99.00368138
FARMACIA DE SIMILARES SAN JUAN,NA,2010-07-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE NORTE DEL COMERCIO EXT. 15  C.P. 13530,SAN JUAN IXTAYOPAN (PBLO),TLAHUAC,NA,NA,NA,19.24055387,-98.9953831
FARMACIA DE SIMILARES SILVA FAM,FARMACIA SILVA FAM SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE AVENIDA CUAUHTEMOC EXT. 34  C.P. 16600,SAN GREGORIO ATLAPULCO (PBLO),XOCHIMILCO,NA,NA,NA,19.25351677,-99.05611476
FARMACIA DE SIMILARES SIN NOMBRE,NA,2010-07-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,MERCADO PUBLICO,JUAN ALVAREZ,Fijo,PERIFERICO CANAL DE SAN JUAN  INT. 7 C.P. 9200,VICENTE GUERRERO SUPER MANZANA 7 (U HAB),IZTAPALAPA,NA,NA,NA,19.35942311,-99.05834581
FARMACIA DE SIMILARES Y EQUIVALENTES,NA,2014-12-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE JOHN F. KENNEDY EXT. 110  C.P. 14030,ISIDRO FABELA I (PONIENTE),TLALPAN,"5575733597",hugovmll@hotmail.com,NA,19.29918303,-99.17462427
FARMACIA DE SIMILARES Y EQUIVALENTES,NA,2014-12-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,AVENIDA CAMINO A SANTA FE EXT. 4 INT. 0 C.P. 1220,ZENON DELGADO,ALVARO OBREGON,"5552997524",NA,NA,19.38808892,-99.21458319
FARMACIA DE SIMILARES Y EQUIVALENTES SAN DAMIAN,NA,2010-07-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE 314 EXT. 3 INT. 0 C.P. 7420,NUEVA ATZACOALCO II,GUSTAVO A. MADERO,"5557149239",NA,NA,19.50146177,-99.08762802
FARMACIA DE SIMILARES Y GENERICOS,NA,2019-11-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE HORACIO RUIZ EXT. 195  C.P. 15740,AVIACION CIVIL,VENUSTIANO CARRANZA,NA,NA,NA,19.4133001,-99.07684423
FARMACIA DE SIMILARES Y GENERICOS,NA,2010-07-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,AVENIDA EMILIANO ZAPATA EXT. 1510  C.P. 9900,SAN ANTONIO (BARR),IZTAPALAPA,NA,NA,NA,19.30261834,-99.07307319
FARMACIA DE SIMILARES Y GENÉRICOS,NA,2010-07-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,AVENIDA CARLOS HANK GONZALEZ EXT. 1  C.P. 9609,2A AMPLIACION SANTIAGO ACAHUALTEPEC II,IZTAPALAPA,NA,NA,NA,19.34549266,-99.01154918
FARMACIA DE SIMILARES Y GENERICOS SANTA CRUZ,NA,2019-11-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE BATALLA DE CASABLANCA EXT. 1941  C.P. 9319,LEYES DE REFORMA 3A SECCION I,IZTAPALAPA,NA,NA,NA,19.37978061,-99.06372255
FARMACIA DE SIMILARES Y GENÉRICOS SUPER PRECIO,NA,2014-12-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE YAQUIS EXT. 74  C.P. 14430,TLALCOLIGIA,TLALPAN,"5563642491",NA,NA,19.27573182,-99.17193918
FARMACIA DE SUPER AHORRO,NA,2010-07-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE CALLE INDEPENDENCIA EXT. 50  C.P. 6050,CENTRO VIII,CUAUHTEMOC,NA,NA,NA,19.43331277,-99.14491947
FARMACIA DE SUSTANCIAS Y EQUIVALENTES,NA,2014-12-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE ALVARO OBREGON EXT. 1385  C.P. 1830,LA CRUZ,LA MAGDALENA CONTRERAS,NA,NA,NA,19.30630393,-99.23388269
FARMACIA DE TANIA,NA,2014-12-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE TERCERA 5 DE MAYO EXT. 39  C.P. 4260,SAN FRANCISCO CULHUACAN (PBLO),COYOACAN,NA,NA,NA,19.33518164,-99.11673345
FARMACIA DE TLALPAN,NA,2010-07-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE FRANCISCO I. MADERO EXT. 6  C.P. 14000,TLALPAN CENTRO,TLALPAN,NA,joseangelrodriguez677@gmail.com,NA,19.28801023,-99.16676622
FARMACIA DE ZOE,NA,2019-11-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,PERIFERICO CANAL DE SAN JUAN EXT. 99  C.P. 8500,AGRICOLA ORIENTAL VI,IZTACALCO,"5562183131",NA,NA,19.39420593,-99.05915048
FARMACIA DEGENERICOS,NA,2019-11-01,Farmacias y salud,Farmacias con minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE BENITO JUAREZ EXT. 13  C.P. 1299,PRESIDENTES,ALVARO OBREGON,NA,NA,NA,19.37658417,-99.22299426
FARMACIA DEGENERICOS,NA,2010-07-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE EMILIO BERLINER EXT. 4  C.P. 9800,FUEGO NUEVO,IZTAPALAPA,"5515912372",NA,NA,19.331957,-99.09507784
FARMACIA DEJANIRA,NA,2010-07-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE MANUELA SAENZ EXT. 219 INT. 0 C.P. 4480,CTM VI CULHUACAN (U HAB),COYOACAN,NA,NA,NA,19.32382102,-99.1150744
FARMACIA DEJESA,NA,2019-11-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE ALBARRADA EXT. 262  C.P. 9310,LEYES DE REFORMA 1A SECCION,IZTAPALAPA,NA,NA,NA,19.36199383,-99.06732621
FARMACIA DEL 8,NA,2010-07-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,EJE VIAL 1 PONIENTE (CALZADA VALLEJO) EXT. 1722  C.P. 7620,SANTA ROSA,GUSTAVO A. MADERO,NA,NA,NA,19.52207163,-99.16531077
FARMACIA DEL AHORRO,NA,2020-11-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,AVENIDA VASCO DE QUIROGA EXT. 1504  C.P. 1250,LOMAS DE NUEVO MEXICO,ALVARO OBREGON,NA,NA,NA,19.38325719,-99.23472924
FARMACIA DEL AHORRO,NA,2014-12-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE CAMINO REAL   C.P. 9700,BUENAVISTA I,IZTAPALAPA,"5546757992",NA,NA,19.32983605,-99.03257957
FARMACIA DEL AHORRO,COMERCIALIZADORA FARMACEUTICA DE CHIAPAS SAPI DE CV,2019-11-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",11 a 30 personas,Pequeña empresa,NA,NA,Fijo,EJE VIAL 6 SUR   C.P. 9000,SAN IGNACIO (BARR),IZTAPALAPA,"5522253345",NA,NA,19.36800207,-99.09979284
FARMACIA DEL AHORRO,COMERCIALIZADORA FARMACEUTICA DE CHIAPAS SAPI DE CV,2020-11-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,AVENIDA CONTRERAS EXT. 300 INT. 0 C.P. 10200,SAN JERONIMO ACULCO - LIDICE (PBLO),LA MAGDALENA CONTRERAS,NA,NA,www.fahorro.com,19.32891571,-99.21354789
FARMACIA DEL AHORRO,COMERCIALIZADORA FARMACEUTICA DE CHIAPAS SA DE CV,2020-11-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,EJE VIAL 1 ORIENTE (BOLEO) EXT. 81  C.P. 6240,VALLE GOMEZ,CUAUHTEMOC,NA,NA,NA,19.45957878,-99.12259953
FARMACIA DEL AHORRO,FARMACIA DEL AHORRO,2016-01-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,AVENIDA VASCO DE QUIROGA EXT. 1504  C.P. 1250,LOMAS DE NUEVO MEXICO,ALVARO OBREGON,NA,NA,NA,19.38326078,-99.23470701
FARMACIA DEL AHORRO DEL RECREO,COMERCIALIZADORA FARMACEUTICA DE CHIAPAS SAPI DE CV,2017-03-01,Farmacias y salud,Farmacias sin minisúper,11 a 30 personas,Pequeña empresa,NA,NA,Fijo,CALZADA 3 NORTE (CALZADA CAMARONES) EXT. 542  C.P. 2070,DEL RECREO,AZCAPOTZALCO,NA,NA,www.fahorro.com,19.47508133,-99.1827708
FARMACIA DEL AHORRO PLUS,NA,2014-12-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE VICENTE GUERRERO EXT. 16  C.P. 16810,SAN ANDRES AHUAYUCAN (PBLO),XOCHIMILCO,NA,NA,NA,19.22735385,-99.10703471
FARMACIA DEL AHORRO SUC JACARANDAS,COMERCIALIZADORA FARMACEUTICA DE CHIAPAS SAPI DE CV,2016-01-01,Farmacias y salud,Farmacias sin minisúper,11 a 30 personas,Pequeña empresa,NA,NA,Fijo,CALLE DIVISIÓN DEL NORTE EXT. 3260  C.P. 4370,JARDINES COAPA-BELISARIO DOMINGUEZ,TLALPAN,NA,NA,www.fahorro.com,19.30661535,-99.13200942
FARMACIA DEL AHORRO SUC. PARADERO,COMERCIALIZADORA FARMACEUTICA DE CHIAPAS SAPI DE CV,2017-03-01,Farmacias y salud,Farmacias sin minisúper,11 a 30 personas,Pequeña empresa,NA,NA,Fijo,CALLE PORTAL DE LAS FLORES EXT. 1 INT. 0 C.P. 9040,SAN JOSE (BARR),IZTAPALAPA,NA,NA,www.fahorro.com,19.3736838,-99.09475649
FARMACIA DEL AHORRO SUC. SANTA MARÍA AZTAHUACAN,COMERCIALIZADORA FARMACEUTICA DE CHIAPAS SAPI DE CV,2017-03-01,Farmacias y salud,Farmacias sin minisúper,11 a 30 personas,Pequeña empresa,NA,NA,Fijo,CALZADA 8 SUR (CALZADA ERMITA IZTAPALAPA) EXT. 3390  C.P. 9600,2A AMPLIACION SANTIAGO ACAHUALTEPEC I,IZTAPALAPA,NA,NA,www.fahorro.com,19.35015653,-99.01748547
FARMACIA DEL AHORRO SUC. TEZONTLE,COMERCIALIZADORA FARMACEUTICA DE CHIAPAS SAPI DE CV,2017-11-01,Farmacias y salud,Farmacias sin minisúper,11 a 30 personas,Pequeña empresa,NA,NA,Fijo,AVENIDA CANAL DE TEZONTLE EXT. 1  C.P. 9040,PASEOS DE CHURUBUSCO,IZTAPALAPA,NA,NA,www.fahorro.com,19.38311453,-99.08990537
FARMACIA DEL AHORRO TOTAL,NA,2014-12-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE PABLO GARCIA EXT. 90  C.P. 9100,JUAN ESCUTIA I,IZTAPALAPA,"5557589701",farmaciadelahorrototal@hotmail.com,NA,19.39814883,-99.0554871
FARMACIA DEL ANGEL,NA,2010-07-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE SAN MIGUEL EXT. 44  C.P. 9700,BUENAVISTA II,IZTAPALAPA,NA,NA,NA,19.3271766,-99.0273055
FARMACIA DEL ANGEL,NA,2019-11-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CERRADA PASEO DE ESPAÑA EXT. 7  C.P. 7458,TORRES DE QUIROGA (U HAB),GUSTAVO A. MADERO,"5517431570",NA,NA,19.49013589,-99.09398774
FARMACIA DEL ANGEL,NA,2019-11-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE RIO CUPATITZIO EXT. 40 INT. 0 C.P. 9770,PUENTE BLANCO,IZTAPALAPA,NA,NA,NA,19.32614732,-99.06692172
FARMACIA DEL ANGEL,NA,2010-07-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE VOLCAN IZTACCIHUATL EXT. 3  C.P. 14440,LOS VOLCANES,TLALPAN,"5538776068",farmaciadelangel1973@gmail.com,NA,19.27093776,-99.17898052
FARMACIA DEL ANGEL,NA,2014-12-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE 303 EXT. 651  C.P. 7420,NUEVA ATZACOALCO II,GUSTAVO A. MADERO,"5557704990",NA,NA,19.50102986,-99.08795408
